pattern_angle,step_strip,density_strip,ratio_filler_matrix,density,elasticity_module,number_hardeners,content_epoxy_groups,flash_temperature,surface_density,elasticity_module_stretching,strapery_strength,resin_consumption
0.000,11.361,50.032,3.183,1953.009,1409.794,63.548,24.861,225.515,633.152,73.552,2324.703,235.952
0.000,3.711,53.112,2.286,1905.904,859.607,77.060,22.001,249.849,500.768,76.021,2306.283,355.759
0.000,8.369,36.771,2.463,1825.270,701.758,134.328,22.855,338.559,325.481,76.537,1529.829,313.745
0.000,4.770,61.964,2.016,2035.719,310.248,109.903,22.893,196.324,730.916,73.514,2325.044,178.511
0.000,9.556,58.099,1.820,1980.606,845.086,122.860,27.519,318.390,402.447,70.617,2784.289,186.946
0.000,6.630,50.364,2.105,1840.636,750.628,138.654,20.177,272.645,951.623,78.873,2462.883,278.850
0.000,7.956,53.924,2.360,1958.082,601.979,79.953,20.677,276.198,673.155,74.555,2604.616,140.502
0.000,7.716,59.337,4.033,1926.383,137.060,114.452,23.459,276.252,322.060,69.729,2011.575,188.758
0.000,3.254,35.514,2.147,2005.392,403.345,128.092,22.226,264.721,139.831,66.053,2476.577,260.040
0.000,5.189,67.453,3.203,1911.932,955.176,77.952,20.969,310.727,330.922,77.106,1811.607,291.531
0.000,2.512,56.271,2.903,2013.101,784.799,114.294,21.950,213.655,252.958,76.810,3031.734,277.280
0.000,4.650,63.957,2.385,2129.060,589.783,70.761,20.565,302.044,676.051,76.472,2529.945,92.307
0.000,3.175,39.659,3.083,1995.465,723.598,118.769,26.744,266.069,168.177,74.231,2370.338,145.769
0.000,8.719,43.306,2.615,1958.899,652.472,109.272,21.347,223.954,503.090,76.371,1758.176,189.233
0.000,7.581,54.735,2.041,2037.972,636.830,135.866,19.715,305.538,734.735,72.990,2820.328,247.967
0.000,12.724,68.647,3.627,1991.092,652.402,130.854,20.732,234.501,353.471,73.390,2748.078,132.911
0.000,4.962,55.261,2.557,1899.214,1029.040,94.657,17.232,259.488,303.472,72.461,2312.890,180.329
0.000,2.981,49.516,3.224,1943.345,1162.576,88.730,25.276,338.595,388.991,76.439,3056.993,105.205
0.000,7.625,54.839,3.148,2048.120,731.868,110.262,22.322,248.520,330.953,70.362,2693.624,249.255
0.000,8.040,52.231,3.300,2077.824,703.271,114.100,20.701,312.981,1086.560,70.326,2419.732,215.939
0.000,11.822,58.825,2.366,2062.165,734.764,96.137,26.542,301.628,533.727,74.872,2010.603,203.851
0.000,9.675,60.163,2.188,1975.421,649.448,98.215,24.654,312.742,518.123,74.782,2004.836,342.978
0.000,9.397,52.095,4.643,1945.845,454.766,84.667,26.301,288.021,265.345,79.096,2590.898,188.892
0.000,7.502,71.570,4.475,1982.378,1152.883,102.653,20.070,257.782,814.741,78.629,2748.406,220.730
0.000,7.775,61.421,1.595,1895.084,539.966,151.844,21.630,311.757,760.993,69.384,2770.623,97.402
0.000,6.438,43.616,3.800,1960.113,951.319,80.523,22.013,358.323,100.178,72.478,2171.802,209.508
0.000,7.401,66.919,4.107,1989.461,678.579,98.431,20.888,294.194,444.499,71.950,1944.713,263.523
0.000,6.526,42.254,1.498,1885.577,484.935,104.334,21.904,251.560,799.130,72.803,2748.941,177.733
0.000,7.653,41.003,3.266,2031.436,1100.052,72.982,18.702,222.346,44.380,71.386,2582.968,191.693
0.000,8.560,58.272,3.573,1992.345,724.109,129.947,22.014,304.941,914.471,74.612,2657.575,164.448
0.000,5.610,46.254,3.740,2021.454,806.090,70.507,25.003,278.597,616.530,75.683,2249.461,169.460
0.000,5.364,54.581,3.113,2020.310,383.007,129.579,20.799,306.088,777.963,69.864,2160.778,290.986
0.000,5.991,48.636,3.308,1931.882,1110.897,62.621,25.334,294.211,362.407,76.494,2787.386,136.548
0.000,6.184,35.816,1.713,2025.825,969.324,121.922,21.347,270.083,682.209,71.010,1891.008,268.039
0.000,5.113,67.064,2.202,1905.172,828.691,67.342,19.525,270.534,269.230,71.841,2761.667,206.436
0.000,7.035,69.356,4.123,2122.848,554.001,127.542,24.581,299.961,823.371,75.964,2291.408,106.717
0.000,9.512,58.196,2.223,1929.585,444.184,123.687,20.520,292.679,469.437,71.091,1908.204,216.479
0.000,7.065,70.093,2.177,2104.055,925.332,92.618,21.151,298.930,1067.898,69.409,2825.427,218.946
0.000,3.304,47.488,2.995,1784.482,975.847,81.442,19.710,317.817,245.606,74.817,3427.325,215.742
0.000,6.721,62.013,3.311,1975.618,309.292,123.900,24.001,361.266,831.256,66.221,2168.303,135.267
0.000,6.337,59.230,3.359,2051.446,558.907,51.821,24.179,313.046,718.327,70.280,2069.062,174.141
0.000,3.112,45.097,4.526,2145.150,220.515,104.655,26.258,238.599,126.865,74.149,2607.261,205.832
0.000,5.042,63.795,1.483,1924.205,1228.224,96.563,19.803,276.318,677.951,76.176,2362.419,220.624
0.000,5.983,57.628,1.198,2021.636,1007.448,143.278,24.526,336.247,752.252,70.060,2474.420,197.826
0.000,11.705,32.148,2.687,1831.560,556.981,130.895,25.572,188.919,1151.117,72.077,3140.297,145.870
0.000,6.485,39.334,2.829,1983.146,950.680,61.074,22.923,278.850,955.745,69.749,2851.632,290.577
0.000,7.749,57.920,3.561,1977.213,406.477,84.946,23.076,246.970,510.817,69.784,3142.987,203.498
0.000,10.188,57.615,3.391,2023.786,723.921,136.901,21.650,327.403,726.628,72.509,2305.241,199.562
0.000,9.096,55.158,2.225,2049.934,639.457,109.439,20.175,320.158,215.473,69.467,2085.901,224.547
0.000,9.390,40.251,4.527,2010.427,888.192,93.032,24.447,287.533,274.459,75.340,2548.881,257.496
0.000,11.565,69.517,2.890,1980.302,587.823,130.165,25.238,246.067,212.518,76.452,2421.755,137.078
0.000,6.656,62.396,2.144,1807.596,361.022,176.919,22.960,275.342,122.479,73.545,2711.670,239.186
0.000,5.058,36.077,1.563,1984.396,1066.200,132.986,18.480,323.264,318.166,72.072,1637.086,260.051
0.000,6.033,66.066,2.994,1951.133,710.362,91.573,26.520,245.483,726.315,75.512,2674.799,240.802
0.000,2.897,65.100,2.335,1984.315,316.979,56.637,26.372,274.873,312.585,71.703,2122.102,195.298
0.000,8.358,66.357,3.163,2002.151,1115.354,113.386,20.553,328.969,578.486,72.566,2696.812,247.897
0.000,2.237,50.400,3.502,2074.527,431.024,110.420,23.882,248.808,699.725,73.087,3141.616,210.636
0.000,10.068,39.141,1.191,1965.696,785.238,99.187,22.155,305.374,976.489,76.986,2099.214,157.832
0.000,4.894,42.220,2.124,1970.726,546.816,167.745,20.326,274.434,351.030,74.446,2723.281,256.112
0.000,5.524,41.652,1.883,1905.942,730.831,117.730,23.805,288.606,377.546,68.606,2773.604,267.865
0.000,1.566,40.472,2.871,1984.839,923.084,117.290,20.555,233.418,1120.685,70.778,2347.010,108.342
0.000,8.606,39.453,4.748,1951.479,891.785,107.490,24.371,351.935,147.418,76.699,2707.412,303.756
0.000,8.099,34.658,1.458,1992.626,787.054,115.168,22.463,314.813,76.740,75.455,2715.674,317.257
0.000,5.982,57.533,3.605,2055.243,956.247,48.911,23.470,295.901,556.456,79.583,2622.991,234.300
0.000,10.239,77.278,2.696,1970.831,890.890,150.573,19.358,300.063,498.079,70.846,2539.447,200.336
0.000,8.570,51.240,2.748,1888.349,291.247,135.138,20.797,316.766,461.151,69.406,2348.286,90.509
0.000,6.864,72.017,4.275,1894.104,893.566,84.498,20.220,220.414,515.700,76.661,2576.012,214.105
0.000,7.130,67.566,2.909,2150.793,885.817,89.431,22.660,285.955,605.800,69.476,2696.469,267.321
0.000,7.358,49.361,2.661,1948.879,719.247,97.875,21.376,273.889,976.778,77.171,2414.507,162.998
0.000,7.377,64.462,3.325,2011.506,1201.383,101.011,19.426,301.276,262.313,75.337,1865.689,154.819
0.000,10.796,70.769,2.872,2021.755,674.199,109.247,21.133,283.557,534.460,77.826,1823.257,202.326
0.000,9.718,52.698,2.097,2013.209,429.919,62.743,23.961,248.849,322.221,71.759,2167.533,250.822
0.000,5.940,78.848,2.544,2062.918,718.493,119.924,21.044,237.911,223.049,76.399,2300.778,242.417
0.000,2.184,56.140,3.282,2015.705,695.741,122.273,20.646,364.873,904.623,66.522,2363.621,213.676
0.000,5.140,39.041,2.987,1906.384,521.358,123.701,23.290,273.857,39.819,72.124,2038.470,212.308
0.000,7.160,65.951,3.170,2048.586,1210.607,122.711,21.442,263.984,681.714,75.820,2896.345,256.737
0.000,2.216,60.922,2.376,1918.698,623.439,130.594,21.537,276.464,161.962,72.491,2790.299,257.147
0.000,7.465,41.246,1.166,2035.604,757.357,103.807,18.637,307.630,663.813,68.785,2563.180,133.379
0.000,6.117,45.542,2.718,2092.179,578.608,48.087,26.105,289.494,379.573,71.617,2680.194,212.638
0.000,6.511,54.069,3.049,1937.582,512.597,111.068,22.574,343.768,974.645,69.472,2180.474,163.705
0.000,8.665,50.370,3.607,1931.764,652.103,103.133,24.476,276.450,810.698,69.622,1950.165,202.786
0.000,8.779,43.710,2.803,1948.418,798.311,91.219,20.627,254.458,115.760,72.815,3323.639,104.137
0.000,2.786,70.923,2.488,2015.679,666.767,124.555,24.656,344.992,330.399,70.702,2190.632,244.315
0.000,10.403,70.170,2.534,1949.063,1013.706,138.337,24.132,275.094,160.513,73.726,3259.581,228.410
0.000,6.819,63.078,3.273,2033.502,622.502,91.071,21.454,260.825,395.171,78.914,2553.616,223.887
0.000,5.908,55.948,3.951,1910.632,700.907,152.821,22.333,235.940,143.031,68.830,2434.857,265.837
0.000,7.260,53.416,4.621,2017.040,1050.536,114.644,23.745,252.148,701.843,80.019,2170.597,232.531
0.000,9.699,79.808,2.403,1982.384,956.907,117.014,22.541,267.888,808.690,78.891,1741.147,240.185
0.000,7.317,33.326,2.585,1925.611,992.760,88.383,22.148,250.487,951.223,76.210,2781.540,127.653
0.000,5.154,77.356,2.959,1844.281,967.328,67.168,16.049,286.308,385.443,71.130,1957.342,253.519
0.000,8.466,50.636,1.989,2008.300,866.596,82.559,26.647,274.563,342.540,78.203,2407.873,235.171
0.000,8.780,64.057,2.737,2010.795,1047.328,130.532,22.316,302.272,347.433,69.039,2730.758,166.101
0.000,4.447,53.049,4.161,2034.313,561.773,102.180,19.277,286.626,785.987,74.547,2076.460,223.458
0.000,10.546,58.272,2.710,1963.169,766.471,135.145,24.694,222.276,376.967,73.678,1892.581,269.240
0.000,4.995,54.334,2.104,1900.222,416.024,120.934,21.293,304.935,28.221,73.449,2765.547,259.916
0.000,9.328,82.956,3.400,2028.453,1210.226,120.818,24.885,288.397,730.655,76.982,1750.378,128.686
0.000,9.161,84.311,2.729,2075.899,893.887,134.850,20.164,303.931,271.670,72.623,3003.336,354.958
0.000,7.304,52.922,3.667,2019.574,566.802,108.053,24.317,327.219,443.686,80.114,3320.951,219.199
0.000,3.449,54.427,2.503,1949.509,670.880,113.553,24.283,266.906,926.916,74.194,1938.361,252.151
0.000,7.583,65.180,4.415,2040.591,409.200,126.291,20.985,227.553,57.256,74.809,2191.285,213.572
0.000,3.987,57.342,1.067,1964.288,349.327,107.288,19.989,223.449,62.735,73.270,2269.070,226.839
0.000,9.542,36.570,4.027,1872.816,1198.866,90.672,23.607,333.341,27.537,74.065,1466.031,166.749
0.000,5.312,73.294,3.379,1944.606,894.037,113.008,20.088,250.634,589.883,70.191,2370.079,210.296
0.000,7.799,37.192,2.499,2057.950,334.480,91.281,22.521,266.545,271.233,77.039,3441.765,174.375
0.000,5.472,59.029,2.077,2032.742,717.819,124.594,25.274,320.232,310.655,74.038,3065.236,172.574
0.000,3.426,39.654,2.275,2036.670,734.165,93.293,21.158,308.051,530.890,69.339,2465.322,240.131
0.000,6.749,57.164,4.228,1839.671,316.027,155.778,25.369,359.642,132.448,71.325,2439.031,327.440
0.000,4.539,63.562,3.027,2095.717,920.763,105.779,20.532,244.477,859.432,72.429,2844.656,196.442
0.000,11.854,61.239,3.977,1957.161,842.693,97.574,22.130,263.033,184.477,73.668,2935.102,217.210
0.000,8.356,64.523,2.550,1938.288,943.908,100.610,17.624,312.425,857.492,77.654,1946.710,239.884
0.000,8.750,47.176,0.552,1934.556,470.619,119.503,23.095,332.123,396.848,73.798,2687.996,166.088
0.000,6.542,46.238,3.361,2012.879,1128.789,90.226,24.374,259.909,589.665,68.315,2793.784,184.909
0.000,3.570,64.041,3.564,1861.494,815.994,134.856,23.341,227.333,153.854,79.916,3089.129,343.516
0.000,7.708,55.619,3.547,1910.839,440.067,117.593,20.937,275.128,937.494,70.881,2501.813,291.453
0.000,6.905,58.523,3.941,1964.781,443.925,84.338,20.057,262.471,334.701,78.072,2174.615,255.304
0.000,12.635,37.547,2.386,1980.956,750.904,112.822,22.195,241.219,580.078,70.012,2413.386,108.300
0.000,5.079,82.750,1.679,1954.634,589.769,156.877,25.917,300.303,738.117,74.292,2273.032,245.630
0.000,9.424,78.494,3.723,1964.197,579.182,111.675,23.476,277.142,879.802,72.823,1876.136,141.419
0.000,10.873,76.946,4.132,1986.945,848.427,113.275,21.461,352.469,396.741,71.169,2427.563,334.882
0.000,4.997,54.514,1.273,1915.643,472.313,93.291,16.704,212.833,335.450,71.839,2478.485,149.808
0.000,3.709,49.603,2.241,1920.338,1199.071,78.204,22.817,296.432,599.497,69.848,3225.848,205.079
0.000,6.371,52.422,3.038,1928.471,1171.231,82.892,20.678,317.270,200.985,71.295,1929.647,300.749
0.000,5.198,61.436,3.759,2076.602,988.252,109.208,20.255,238.960,106.768,72.088,2919.916,132.867
0.000,5.315,56.004,3.066,2020.828,924.668,88.688,24.802,292.717,636.837,69.492,1799.493,205.620
0.000,3.682,82.011,2.827,2003.317,890.888,154.966,24.462,307.797,573.015,71.928,2570.365,232.184
0.000,7.823,60.371,3.342,1855.990,718.942,139.771,21.213,270.017,549.105,70.261,1996.025,164.099
0.000,13.379,50.934,5.040,1951.742,632.974,108.572,23.796,234.858,506.040,73.920,2645.790,294.088
0.000,9.786,56.095,3.639,2056.809,608.028,106.781,22.259,262.400,430.899,75.727,2052.933,301.010
0.000,8.710,66.635,4.072,2011.658,567.265,88.974,21.377,334.226,263.845,75.310,1837.496,241.987
0.000,4.720,43.796,3.122,1913.535,647.502,113.982,20.583,248.890,673.034,75.770,2566.678,191.785
0.000,8.758,54.076,2.931,1937.100,625.677,113.364,19.674,262.812,856.001,71.407,2722.301,130.319
0.000,3.091,52.261,2.469,1985.103,1466.596,115.222,19.097,266.827,491.457,75.010,3267.826,130.574
0.000,5.131,35.439,3.867,2002.022,1115.794,124.164,23.594,272.008,94.614,75.215,2236.869,217.344
0.000,6.105,48.588,1.751,2033.664,292.092,81.017,23.693,269.254,960.917,72.831,1817.645,172.282
0.000,7.384,69.437,4.073,2000.193,751.442,131.529,22.208,283.433,73.431,77.239,2705.820,223.967
0.000,6.937,66.339,3.719,1866.653,1001.286,153.428,22.718,288.134,279.017,74.676,3223.607,160.305
0.000,8.534,70.817,3.376,1990.228,355.690,139.742,20.671,237.096,237.977,74.029,2151.324,236.947
0.000,8.663,37.933,1.745,2025.551,320.664,91.512,26.596,221.035,184.287,73.862,1901.455,212.192
0.000,3.930,43.082,3.318,2079.216,516.439,77.330,24.799,223.749,402.944,69.103,1595.680,246.811
0.000,3.632,43.831,2.216,1917.386,1378.646,111.596,22.430,268.145,130.612,74.220,2082.821,251.244
0.000,6.251,60.432,2.847,1934.264,625.786,82.703,24.251,300.769,541.151,72.520,2774.433,350.361
0.000,10.111,80.918,3.502,2038.056,637.640,126.272,21.881,310.700,394.643,75.566,1873.665,210.711
0.000,6.286,50.709,4.201,2005.525,1065.580,138.137,18.295,378.483,618.410,70.644,1703.063,225.536
0.000,9.653,62.125,2.717,2002.618,1049.406,109.908,24.091,325.877,298.268,74.602,2564.521,145.763
0.000,7.069,83.957,3.485,2026.110,778.440,133.388,26.146,304.526,795.669,72.430,2445.125,143.648
0.000,8.675,54.186,3.122,2011.351,386.740,118.954,23.696,292.359,324.059,76.564,2741.401,168.830
0.000,6.766,46.974,1.873,2069.446,921.751,149.517,25.269,315.006,126.592,69.175,2029.266,194.208
0.000,5.481,54.781,3.904,2045.799,744.702,131.321,23.308,303.406,493.562,70.220,1993.460,281.837
0.000,5.073,63.104,2.393,1928.293,280.723,97.583,17.873,288.044,71.020,75.935,2708.629,314.310
0.000,4.596,68.464,3.537,1948.410,914.016,41.886,19.701,240.988,399.818,71.691,2583.421,236.510
0.000,7.615,43.835,3.102,1909.170,931.797,136.953,18.425,268.969,419.948,74.822,2650.580,347.995
0.000,3.718,48.955,3.174,1980.824,459.047,81.163,21.787,322.372,233.899,73.790,2219.143,200.414
0.000,4.298,72.556,2.285,2011.585,478.408,148.576,23.764,274.520,428.055,71.675,1975.587,141.172
0.000,7.539,52.247,3.501,2037.052,746.021,109.701,22.881,261.351,828.061,73.528,2475.114,205.541
0.000,7.818,85.661,2.595,1893.099,819.395,103.703,24.712,264.579,1053.248,73.952,3012.135,235.937
0.000,6.237,62.846,1.422,1861.332,542.142,120.304,22.330,261.397,445.035,75.181,3334.710,202.738
0.000,5.961,57.383,3.997,2049.203,1030.856,113.839,23.194,344.835,791.400,74.629,2420.066,218.328
0.000,12.452,44.472,1.922,1994.961,848.980,76.539,21.361,263.655,559.071,68.361,1996.671,250.673
0.000,9.338,48.015,2.971,2098.475,1046.534,76.239,22.572,230.635,548.215,71.845,2355.323,281.414
0.000,3.403,63.436,3.459,1893.737,361.713,71.617,26.627,193.880,428.217,76.778,2612.920,116.846
0.000,2.069,39.099,3.839,1832.488,670.711,128.294,25.857,285.589,680.483,76.447,2751.587,220.702
0.000,12.502,79.856,3.189,1870.918,1300.474,49.542,25.724,281.112,406.764,72.563,2597.678,275.217
0.000,9.620,65.152,2.128,1990.496,667.837,80.475,24.998,330.675,402.772,68.976,2511.374,295.458
0.000,9.545,77.507,2.834,2000.283,1197.213,80.143,26.110,308.697,188.345,69.489,2988.192,336.646
0.000,9.476,80.810,3.096,2040.230,536.663,168.537,19.417,329.517,1288.692,69.367,1831.362,246.666
0.000,7.193,64.300,3.150,2018.730,666.071,95.432,19.436,243.659,1013.463,75.547,2418.392,327.004
0.000,4.112,69.025,2.539,2055.004,765.122,99.557,18.968,371.426,493.405,71.935,3308.336,216.122
0.000,6.708,41.984,2.254,1918.505,923.223,102.857,21.778,304.153,99.373,76.667,2821.644,189.651
0.000,5.988,60.357,2.409,1926.564,637.885,53.753,18.399,275.890,263.449,77.662,1973.735,304.246
0.000,2.801,74.783,2.547,1960.650,430.750,125.234,24.458,376.979,881.629,75.323,2535.974,326.752
0.000,8.586,79.737,2.086,1983.423,714.080,96.886,20.490,274.267,769.384,73.429,2551.267,190.042
0.000,8.609,43.815,2.784,1990.291,331.405,127.256,20.091,230.228,577.409,74.304,3249.697,176.946
0.000,7.391,51.709,3.590,2002.624,544.120,86.271,19.898,341.373,906.818,76.172,3139.979,312.170
0.000,10.081,45.168,3.656,1923.649,559.381,109.220,22.397,306.958,452.025,72.217,2596.398,181.953
0.000,9.938,46.015,1.941,1973.867,229.112,123.309,22.566,291.028,655.776,69.867,2135.922,246.585
0.000,7.237,80.029,1.600,1923.566,878.058,80.436,20.837,249.561,334.490,70.647,2027.406,166.111
0.000,10.782,43.907,2.977,2007.428,399.270,110.099,20.182,236.657,46.652,67.266,2590.636,100.379
0.000,5.965,53.597,2.875,1981.661,66.627,146.972,28.907,259.141,1063.836,66.265,2680.407,218.449
0.000,2.710,32.766,1.721,1918.534,1295.275,111.201,24.278,267.762,23.504,71.908,2591.476,266.852
0.000,1.598,55.495,1.748,2015.680,1034.808,95.113,23.350,285.948,223.251,74.444,1866.393,253.862
0.000,13.572,60.756,2.654,2125.686,1402.229,167.468,26.167,254.562,366.983,74.776,1942.470,309.477
0.000,5.537,69.819,2.425,1983.452,1026.234,103.223,18.010,243.580,733.269,71.331,3305.287,200.302
0.000,7.928,37.327,1.934,2097.111,764.247,103.419,22.880,298.242,711.229,74.071,2751.750,117.300
0.000,6.605,51.265,2.927,1883.306,1197.281,97.576,22.021,348.134,315.668,69.776,2403.843,127.855
0.000,6.257,70.039,3.236,2026.604,543.408,129.220,21.513,257.181,452.930,71.454,1894.664,184.492
0.000,5.537,66.056,3.395,2094.828,650.781,104.186,25.805,311.436,588.052,72.794,2672.165,246.145
0.000,5.723,63.184,2.648,1907.929,441.695,99.062,22.284,350.431,317.094,75.280,2167.242,143.136
0.000,10.100,41.406,3.833,1884.079,582.802,70.787,24.875,340.849,1101.433,75.743,2185.718,298.669
0.000,6.505,59.304,3.291,2037.899,702.612,87.068,20.747,335.026,372.217,72.039,2232.097,206.981
0.000,10.466,82.525,2.920,2087.647,449.167,76.784,18.552,258.302,68.508,74.062,2475.646,237.850
0.000,6.517,37.763,4.388,1940.087,781.879,102.062,24.144,287.281,504.032,76.207,2235.570,267.567
0.000,5.030,47.431,3.298,2047.141,480.394,144.192,22.705,259.199,128.266,73.120,3337.691,153.509
0.000,8.003,50.362,2.438,1832.020,449.761,89.995,24.096,254.541,466.376,75.891,2456.393,97.027
0.000,8.131,44.398,5.259,2094.195,393.070,61.441,20.327,227.981,371.518,70.349,2717.004,195.359
0.000,7.650,33.846,2.897,1868.222,501.498,131.671,23.921,269.278,372.306,77.142,2493.802,274.775
0.000,5.211,36.629,2.069,2014.798,1083.186,87.842,22.179,250.472,554.583,72.748,2160.577,118.671
0.000,6.063,80.743,1.513,1994.132,908.616,53.267,21.589,368.773,285.543,71.445,2350.244,225.168
0.000,6.640,54.766,2.967,1849.281,1267.641,93.620,27.048,275.989,493.625,70.287,2294.627,202.785
0.000,5.609,84.015,3.016,2079.295,1122.120,105.589,25.182,268.548,292.979,70.199,2347.135,166.876
0.000,11.696,64.409,3.886,1945.263,846.764,128.163,24.093,316.791,236.286,74.455,2855.131,221.940
0.000,8.145,73.273,1.811,1939.888,871.085,136.164,21.389,273.632,443.959,80.148,2341.433,242.578
0.000,6.536,56.761,4.364,2097.724,1220.175,97.954,20.624,350.705,348.452,67.539,2191.792,247.373
0.000,8.648,41.092,2.185,2048.401,564.665,158.535,24.883,302.409,449.090,72.895,1863.515,194.522
0.000,5.267,37.951,2.701,1898.263,927.375,78.736,25.574,362.652,218.819,74.237,1991.479,313.193
0.000,3.207,62.668,1.848,2010.572,481.440,111.528,23.124,230.658,412.319,73.347,2739.930,244.251
0.000,10.905,46.756,3.796,1890.091,745.611,139.652,24.209,338.371,989.033,67.672,2852.311,236.144
0.000,12.679,51.079,3.917,2127.026,1050.932,102.789,18.733,262.874,357.340,77.793,2083.177,303.095
0.000,5.227,57.255,2.669,2011.438,668.368,93.004,21.977,237.295,227.638,74.415,2600.088,176.592
0.000,8.729,52.837,2.799,1856.907,1371.328,101.206,18.296,301.673,601.823,73.935,3221.946,181.279
0.000,12.179,45.760,2.220,1984.979,1162.303,119.143,27.813,344.336,490.219,75.069,2500.451,228.024
0.000,10.512,53.236,1.738,1928.771,1495.726,92.468,23.397,350.969,911.205,72.758,2395.104,250.427
0.000,10.247,65.443,2.567,2008.456,1274.454,79.635,20.423,272.012,41.319,67.972,2437.289,179.858
0.000,8.754,50.099,4.415,1805.736,1147.089,166.610,18.499,313.193,746.936,70.509,3321.766,187.623
0.000,7.260,57.095,2.504,2020.947,933.322,106.797,23.186,266.090,201.812,78.400,2799.673,350.672
0.000,5.365,72.401,2.587,1863.398,691.776,105.714,23.982,312.549,373.717,78.926,2729.521,272.581
0.000,3.516,55.463,2.581,1978.198,982.325,164.568,22.932,234.478,790.488,76.069,3113.392,262.239
0.000,4.591,50.329,2.699,2039.344,590.559,116.366,24.922,223.058,697.412,71.979,2657.645,187.869
0.000,5.852,84.669,3.364,1998.414,883.637,147.122,17.775,272.900,430.808,78.598,1673.600,196.188
0.000,12.433,63.230,2.895,1931.338,597.640,138.955,23.914,237.614,354.396,71.253,2178.675,220.374
0.000,4.908,48.036,3.509,2036.979,653.611,165.686,23.170,301.732,127.348,71.813,2423.280,210.333
0.000,5.333,44.181,3.790,1962.765,673.264,73.781,18.801,351.088,412.504,77.181,2572.156,271.263
0.000,8.916,53.477,4.148,2025.522,132.550,75.434,22.147,278.507,343.627,69.700,2504.330,197.121
0.000,6.077,49.456,3.546,1838.749,966.414,57.885,23.910,250.184,243.441,71.904,2939.509,306.876
0.000,6.703,54.588,3.482,1972.320,1144.216,133.821,23.060,323.411,246.996,69.668,1676.226,165.885
0.000,5.288,33.851,1.522,1995.531,69.217,108.479,23.608,300.303,696.581,71.218,2435.073,180.225
0.000,3.035,31.797,2.754,1907.953,1037.445,71.664,22.569,244.023,204.666,70.634,1994.178,181.140
0.000,8.103,62.698,3.370,1985.690,1490.469,76.257,20.625,343.507,197.238,73.284,2044.379,197.296
0.000,12.354,55.617,1.685,1849.219,951.031,48.202,21.377,334.027,25.635,72.549,3430.932,224.961
0.000,7.254,60.094,3.873,1914.952,704.627,166.952,23.334,206.466,411.821,75.757,2373.880,291.963
0.000,4.787,53.249,3.694,2132.378,1261.786,90.577,24.382,302.357,297.672,74.516,3575.590,308.972
0.000,3.481,74.886,2.756,2003.766,907.132,91.685,19.569,272.737,915.161,77.140,3204.587,220.358
0.000,5.730,64.447,4.269,1992.347,429.331,165.678,27.078,298.415,401.697,75.706,2585.472,326.727
0.000,10.740,49.159,0.857,2038.898,524.685,105.129,19.796,218.492,354.986,72.406,2313.677,289.350
0.000,6.066,56.798,2.455,1955.867,630.991,120.293,17.251,248.488,1181.341,72.855,2193.815,180.650
90.000,6.806,57.286,2.867,2007.324,310.850,87.715,21.185,306.927,377.308,79.745,2097.425,207.328
90.000,8.016,70.036,2.694,1900.448,778.356,43.455,25.438,268.522,409.638,73.709,1727.396,220.005
90.000,5.947,56.228,1.510,2008.104,982.953,111.158,19.729,301.675,613.858,74.028,2587.122,307.533
90.000,7.383,64.181,4.682,2039.885,1135.141,125.229,24.853,265.458,866.023,70.418,2092.136,271.898
90.000,8.479,65.264,1.983,1904.961,197.483,116.172,24.164,331.039,1165.544,79.740,2808.127,249.730
90.000,7.349,77.645,2.607,1846.763,793.531,143.535,22.024,309.177,149.888,72.841,2434.796,239.457
90.000,6.025,49.631,2.408,1936.109,807.414,122.749,23.565,248.132,930.695,71.930,2159.554,138.220
90.000,11.424,44.292,2.364,1863.595,836.655,119.523,24.195,326.804,748.841,75.582,2805.836,177.813
90.000,9.379,49.541,2.505,2043.226,947.563,107.173,21.141,334.538,665.278,79.892,2461.043,164.366
90.000,6.433,55.384,2.557,2055.143,522.492,75.537,19.717,324.007,554.229,72.826,2855.402,184.384
90.000,6.384,43.824,2.952,2004.332,768.145,78.294,19.964,227.758,731.405,69.765,2489.604,114.213
90.000,7.863,53.551,1.816,2026.960,454.721,72.252,21.520,245.858,640.307,69.574,2641.572,251.320
90.000,8.307,62.202,2.579,1968.419,881.889,158.205,20.978,290.025,539.224,72.313,2882.896,172.856
90.000,7.628,64.196,1.967,1985.426,578.293,147.191,23.989,327.438,450.399,71.887,2619.854,140.700
90.000,4.244,66.668,2.362,1855.696,82.279,134.243,22.557,340.151,144.313,70.274,2555.637,174.730
90.000,6.701,51.952,1.981,2001.577,360.814,112.327,26.764,350.859,338.265,72.989,1927.165,230.738
90.000,6.435,55.770,4.018,1801.941,728.966,133.638,24.047,258.435,984.117,74.019,2430.264,203.089
90.000,8.586,55.064,2.472,2136.038,217.913,102.259,26.392,266.041,682.060,73.241,2828.567,167.666
90.000,5.709,50.556,4.602,1944.167,867.470,75.670,17.441,266.146,321.828,72.588,2498.895,237.831
90.000,4.840,72.532,2.379,1833.459,575.577,94.054,22.142,257.164,250.773,66.824,2672.537,284.619
90.000,11.052,63.710,3.012,1989.373,1209.768,120.442,22.657,228.058,546.081,75.188,2461.609,213.855
90.000,5.790,56.158,3.401,1902.324,809.682,138.491,21.887,282.363,79.880,74.780,3015.847,253.718
